app,func,end_timestamp,duration,start_timestamp
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7574.266175985336,0.388,7573.878175985336
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7584.797961950302,1.812,7582.985961950302
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7614.123887062073,1.809,7612.314887062073
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7690.241765975952,0.421,7689.820765975952
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7704.1881980896,0.394,7703.794198089599
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7727.530347108841,3.359,7724.171347108841
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7752.3333649635315,2.25,7750.0833649635315
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7758.599245071411,0.937,7757.662245071411
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7786.896635055542,1.031,7785.865635055542
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,426930ee2324a425c25463ff35403f47f2f86624df705f5cc0fde7694d855c42,7811.655797958374,0.328,7811.327797958374
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7835.203722000122,0.378,7834.825722000122
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,426930ee2324a425c25463ff35403f47f2f86624df705f5cc0fde7694d855c42,7858.718524932861,0.437,7858.281524932861
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7895.330883026123,0.546,7894.784883026123
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7937.378012895584,0.444,7936.934012895584
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7956.200956106186,0.359,7955.8419561061855
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,426930ee2324a425c25463ff35403f47f2f86624df705f5cc0fde7694d855c42,7961.291981935501,0.343,7960.948981935501
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7972.163203954697,0.718,7971.445203954697
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,7996.1452379226685,0.357,7995.7882379226685
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8161.742650985718,0.418,8161.324650985718
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8173.097711086273,0.671,8172.426711086273
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,426930ee2324a425c25463ff35403f47f2f86624df705f5cc0fde7694d855c42,8213.175935983658,1.394,8211.781935983658
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8222.643448114395,0.56,8222.083448114396
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8260.469836950302,0.701,8259.768836950303
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8275.43202495575,0.413,8275.019024955749
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8305.311429023743,0.562,8304.749429023743
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8328.982887983322,0.875,8328.107887983322
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,426930ee2324a425c25463ff35403f47f2f86624df705f5cc0fde7694d855c42,8505.17525100708,0.546,8504.62925100708
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8556.979038000107,0.436,8556.543038000107
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8584.592544078827,0.399,8584.193544078827
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8655.377353906631,0.395,8654.982353906631
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8787.61576294899,0.33,8787.28576294899
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8805.606590986252,0.359,8805.247590986251
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8829.007184028625,1.124,8827.883184028626
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,8873.143873929977,0.425,8872.718873929978
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9015.52475309372,0.404,9015.120753093719
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9031.197129964828,0.296,9030.901129964828
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,426930ee2324a425c25463ff35403f47f2f86624df705f5cc0fde7694d855c42,9048.107192993164,0.686,9047.421192993164
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,b74c4ab0e0a6349700abbf5ca5f97d54005710f2289f96a42df946539971c7f3,9089.56069803238,0.0,9089.56069803238
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,b74c4ab0e0a6349700abbf5ca5f97d54005710f2289f96a42df946539971c7f3,9106.62255191803,0.015,9106.60755191803
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,b74c4ab0e0a6349700abbf5ca5f97d54005710f2289f96a42df946539971c7f3,9127.298273086548,0.015,9127.283273086548
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,b74c4ab0e0a6349700abbf5ca5f97d54005710f2289f96a42df946539971c7f3,9147.666600942612,0.0,9147.666600942612
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,b74c4ab0e0a6349700abbf5ca5f97d54005710f2289f96a42df946539971c7f3,9152.718871116638,0.031,9152.687871116637
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9161.966355085371,0.375,9161.591355085371
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9224.026854991913,0.551,9223.475854991913
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9234.767097949982,0.437,9234.330097949982
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9263.329379081726,0.687,9262.642379081726
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9275.264584064484,0.722,9274.542584064484
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,b74c4ab0e0a6349700abbf5ca5f97d54005710f2289f96a42df946539971c7f3,9309.816337108612,0.015,9309.801337108613
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,b74c4ab0e0a6349700abbf5ca5f97d54005710f2289f96a42df946539971c7f3,9330.935866117476,0.0,9330.935866117476
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,b74c4ab0e0a6349700abbf5ca5f97d54005710f2289f96a42df946539971c7f3,9353.9211769104,0.0,9353.9211769104
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9367.263115882874,0.55,9366.713115882874
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9388.548043966292,0.396,9388.15204396629
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9408.342725038528,0.439,9407.903725038528
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9413.88803601265,0.578,9413.31003601265
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,b74c4ab0e0a6349700abbf5ca5f97d54005710f2289f96a42df946539971c7f3,9432.83101797104,0.0,9432.83101797104
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9447.921257972715,0.75,9447.171257972715
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9464.39930009842,0.437,9463.96230009842
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,b74c4ab0e0a6349700abbf5ca5f97d54005710f2289f96a42df946539971c7f3,9478.096580982208,0.0,9478.096580982208
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9490.4690220356,0.593,9489.8760220356
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9500.988926887512,0.484,9500.504926887512
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,31aa5ab69d7730086b08f4303aa2ac3244c639866908fc3412bdfdc79ba39c22,9523.270011901855,1.799,9521.471011901855
06da275043bac5526d5c2252a4daa222bb062165977f111b693ed8d335917291,b74c4ab0e0a6349700abbf5ca5f97d54005710f2289f96a42df946539971c7f3,9531.263437986374,0.0,9531.263437986374
