start_timestamps,function,duration,parameters,batch_size
0.13336212378647466,mobilenet,2976.0,['1.3M-daisy_514381.jpg'],1.4620967741935482
0.5770699774967754,floatmatmult,13819.0,"['matrix1_4000_0.9.txt', 'matrix1_4000_0.9.txt']",5.509240900209856
0.6591101994471451,encrypt,3518.5,"['50000.0', '10.0']",11.688446781298847
1.0483580801986083,linpack,15601.77207293666,['3000.0'],2.884843639956372
1.1485737666149232,floatmatmult,59077.5,"['matrix1_8000_0.7.txt', 'matrix1_8000_0.7.txt']",1.2886835089501079
1.271544349826241,mobilenet,3515.0,['28M-the_river_514681.jpg'],1.2378947368421052
2.485606474908686,linpack,29082.05230326295,['7000.0'],1.5476443157214999
2.6582754960272914,linpack,20104.5,['3500.0'],2.2387362499271437
3.2355025939239743,imageprocess,4576.5,['13M-forest_515915.jpg'],1.2
3.548987896269533,encrypt,398.0,"['1000.0', '50.0']",103.33115577889446
3.5951890404893825,encrypt,17276.5,"['50000.0', '50.0']",2.380447428587966
3.832828420102434,imageprocess,1914.5,['1.3M-one_tacky_cup_515072.jpg'],2.868529642204231
3.859996778763956,sentiment,14421.0,['2500-strings.json'],1.477969627626378
3.958480761817115,sentiment,4663.0,['750-strings.json'],4.570834226892559
4.005697601564372,imageprocess,1482.0,['6.1M-simple_landscape_2_515009.jpg'],3.7056680161943323
4.344778064866225,linpack,8019.114443378119,['750.0'],5.6126737253172285
4.366279382540008,sentiment,804.5,['100-strings.json'],26.493225605966437
4.936165331710618,floatmatmult,48252.5,"['matrix1_8000_0.1.txt', 'matrix1_8000_0.1.txt']",1.57778767939485
5.14839487228084,linpack,31019.5,['7500.0'],1.4509799621741246
5.346929074984177,mobilenet,2996.5,['4.5M-forest_513174.jpg'],1.4520941097947604
5.486195454688534,imageprocess,1777.0,['2.4M-venice_in_winter_513381.jpg'],3.090489589195273
5.511806496074128,floatmatmult,31556.0,"['matrix1_6000_0.5.txt', 'matrix1_6000_0.5.txt']",2.4126061604766127
5.789381558770356,sentiment,804.5,['100-strings.json'],26.493225605966437
5.9772547944873775,encrypt,23943.5,"['35000.0', '100.0']",1.7176185603608494
6.588582277014701,imageprocess,4037.0,['12M-disabled_fashion_513292.jpg'],1.3603666088679713
7.020201020503828,encrypt,757.0,"['1000.0', '100.0']",54.32734478203434
7.266840471705683,encrypt,7234.5,"['35000.0', '30.0']",5.684677586564378
7.40733477577276,mobilenet,2992.5,['6.4M-peacock_butterfly_2_514342.jpg'],1.4540350877192982
7.555522637259501,floatmatmult,33575.0,"['matrix1_6000_0.7.txt', 'matrix1_6000_0.7.txt']",2.2675264333581535
8.698642519092454,linpack,37507.22744721689,['9500.0'],1.2
9.170194375055457,videoprocess,17160.5,['11M-SampleVideo_1280x720_10mb.mp4'],1.2
9.327097827199445,mobilenet,2974.5,['4.0M-hi_there_513531.jpg'],1.4628340897629852
10.083808839873948,lrtrain,105881.0,['50M-reviews.csv'],2.366634240326404
10.23633412459954,floatmatmult,34877.5,"['matrix1_6000_0.9.txt', 'matrix1_6000_0.9.txt']",2.1828456741452227
10.5102295315144,floatmatmult,26583.0,"['matrix1_6000_0.1.txt', 'matrix1_6000_0.1.txt']",2.863943121543844
10.92312764957792,imageprocess,2262.0,['6.8M-eiffel_ice_516309.jpg'],2.4278514588859417
11.277142859758372,floatmatmult,26583.0,"['matrix1_6000_0.1.txt', 'matrix1_6000_0.1.txt']",2.863943121543844
11.311727473441689,imageprocess,3225.0,['1.7M-joe_joe_taking_flight_513760.jpg'],1.7028837209302325
11.587237533828473,encrypt,8655.0,"['50000.0', '25.0']",4.751681109185442
12.169399885955668,sentiment,7394.0,['1250-strings.json'],2.8825804706518796
12.233793953250716,videoprocess,6542.0,['5.6M-DLP_PART_2_768k.avi'],3.147752980739835
12.334507659429681,linpack,24026.947216890592,['5500.0'],1.8732580768737788
12.408642203032855,lrtrain,208818.0,['100M-reviews.csv'],1.2
12.88749010722757,mobilenet,2947.5,['3.5M-standing_restrictions_explored_14th_january_2013_46_513166.jpg'],1.476234096692112
13.395735776206537,mobilenet,2997.5,['6.1M-simple_landscape_2_515009.jpg'],1.4516096747289406
13.463810174714265,imageprocess,1597.0,['6.4M-peacock_butterfly_2_514342.jpg'],3.438822792736381
13.944179984263528,floatmatmult,63443.5,"['matrix1_8000_0.9.txt', 'matrix1_8000_0.9.txt']",1.2
13.99656412548506,mobilenet,3068.0,['5.7M-yantra_river_514678.jpg'],1.4182529335071707
14.567941336819652,linpack,2522.0,['500.0'],17.846420672743957
14.766659951967325,mobilenet,2983.0,['4.6M-german_air_force_a340_3001602_517125.jpg'],1.458665772712035
14.776070806404794,floatmatmult,3300.0,"['matrix1_2000_0.5.txt', 'matrix1_2000_0.5.txt']",23.070363636363634
15.0479785555524,lrtrain,15365.0,['10M-reviews.csv'],16.308597461763746
15.367259014027093,videoprocess,3086.0,['1008K-grb_2.avi'],6.672909915748542
15.616701967012107,imageprocess,1073.5,['5.7M-winter_in_leeds_513733.jpg'],5.11578947368421
15.748239857864167,linpack,34137.157389635315,['8500.0'],1.3184657534000104
15.80863982580161,imageprocess,1334.0,['2.5M-red_velvet_514717.jpg'],4.116791604197902
15.913615856511987,floatmatmult,34877.5,"['matrix1_6000_0.9.txt', 'matrix1_6000_0.9.txt']",2.1828456741452227
16.30151708908622,linpack,18971.842130518235,['4000.0'],2.372393393694701
16.336122718431252,videoprocess,814.5,['404K-small.avi'],25.282504604051564
16.422209933058586,mobilenet,2964.5,['1.4M-sunset_river_514676.jpg'],1.4677685950413222
17.574590830010088,videoprocess,9439.0,['6.1M.mp4'],2.181650598580358
17.787295476133508,linpack,13916.737044145872,['2500.0'],3.2341397839081343
17.846267828055772,mobilenet,3472.5,['30M-river_landscape_515440.jpg'],1.2530453563714903
18.939059271402034,mobilenet,3382.5,['7.4M-ford_gt_35_15_516157.jpg'],1.2863858093126386
18.97338557203553,sentiment,14421.0,['2500-strings.json'],1.477969627626378
19.103633947250366,linpack,6334.079414587332,['250.0'],7.105795489871134
19.194925968519637,linpack,36696.5,['10000.0'],1.2265113276922939
19.27498911659283,lrtrain,47935.0,['20M-reviews.csv'],5.227528945446959
19.28319552877272,sentiment,12872.0,['2250-strings.json'],1.6558266003729023
19.330091314674878,videoprocess,4964.0,['2.2M.mp4'],4.148388396454472
19.785477475013707,imageprocess,1268.0,['4.6M-that_was_the_end_this_is_the_begining_513290.jpg'],4.331072555205047
19.896868930139014,mobilenet,3089.0,['5.6M-pink_sorrel_515688.jpg'],1.408611201035934
20.402189211853354,sentiment,14421.0,['2500-strings.json'],1.477969627626378
20.52123381567573,videoprocess,475.0,['660K-drop.avi'],43.35284210526316
21.07274344533319,lrtrain,15365.0,['10M-reviews.csv'],16.308597461763746
21.115789205311188,encrypt,80.5,"['500.0', '10.0']",510.87950310559
21.116343163227587,imageprocess,2038.5,['4.1M-backlit_flower_513144.jpg'],2.694039735099338
21.370499964504198,sentiment,11671.0,['2000-strings.json'],1.8262188330048839
21.394014446738623,encrypt,3549.0,"['5000.0', '100.0']",11.587996618765848
21.53995128038718,lrtrain,105881.0,['50M-reviews.csv'],2.366634240326404
21.99499404588107,imageprocess,2248.0,['7.9M-craggy_rock_517201.jpg'],2.4429715302491104
22.24748646319249,sentiment,16049.5,['2750-strings.json'],1.328003987663167
22.36638649935125,lrtrain,15365.0,['10M-reviews.csv'],16.308597461763746
22.77073498711104,videoprocess,8385.0,['4.9M.mp4'],2.455885509838998
22.79588246426376,videoprocess,17160.5,['11M-SampleVideo_1280x720_10mb.mp4'],1.2
24.02078324743447,imageprocess,1640.5,['7.8M-26365_kitty_515094.jpg'],3.347637915269735
24.04697730312575,videoprocess,397.0,['284K-flame.avi'],51.8705289672544
24.09009430348906,sentiment,3266.5,['500-strings.json'],6.5249655594673195
24.291436663770995,videoprocess,531.0,['820K-cbw3.avi'],38.780790960451974
24.296913047347893,mobilenet,3400.5,['12M-disabled_fashion_513292.jpg'],1.2795765328628141
24.794547899266437,videoprocess,4964.0,['2.2M.mp4'],4.148388396454472
